file,ok,width,height,bands,dtypes,crs,nodata,compression,band,min,max,mean,std,median_s4,P1_s4,P5_s4,P25_s4,P50_s4,P75_s4,P95_s4,P99_s4,nan,posinf,neginf,constant,mask_fg,mask_fg_pct,mask_empty,error
Mask_oil/00028.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.023548126220703125,0.15163644671449195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,98768,2.3548126220703125,False,
Mask_oil/00029.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.003870725631713867,0.06209463032177469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,16235,0.3870725631713867,False,
Mask_oil/00030.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.003605365753173828,0.059936358672842895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,15122,0.3605365753173828,False,
Mask_oil/00031.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.0035381317138671875,0.05937687544694917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,14840,0.35381317138671875,False,
Mask_oil/00032.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.002999544143676758,0.05468589286650527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,12581,0.2999544143676758,False,
Mask_oil/00036.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.0030388832092285156,0.055042241942613354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,12746,0.30388832092285156,False,
Mask_oil/00037.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.0030388832092285156,0.055042241942613354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,12746,0.30388832092285156,False,
Mask_oil/00038.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.0030388832092285156,0.055042241942613354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,12746,0.30388832092285156,False,
Mask_oil/00039.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.14350056648254395,0.35058259212592535,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,False,601885,14.350056648254395,False,
Mask_oil/00040.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.2624390125274658,0.4399599723055206,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,False,1100749,26.243901252746582,False,
Mask_oil/00041.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.325913667678833,0.4687152108679259,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,False,1366981,32.5913667678833,False,
Mask_oil/00042.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.3184826374053955,0.4658878052457468,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,False,1335813,31.84826374053955,False,
Mask_oil/00043.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.2486858367919922,0.4322513058060771,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,False,1043064,24.86858367919922,False,
Mask_oil/00045.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.007131338119506836,0.08414560081271097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,29911,0.7131338119506836,False,
Mask_oil/00046.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.0162813663482666,0.1265554560582045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,68289,1.6281366348266602,False,
Mask_oil/00047.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.008329153060913086,0.09088332228853085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,34935,0.8329153060913086,False,
Mask_oil/00048.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.012095928192138672,0.10931430241880198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,50734,1.2095928192138672,False,
Mask_oil/00050.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.03280138969421387,0.178116418469332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,137579,3.2801389694213867,False,
Mask_oil/00051.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.3183414936065674,0.4658327887288605,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,False,1335221,31.83414936065674,False,
Mask_oil/00052.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.49419641494750977,0.49996631726601193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,False,2072810,49.41964149475098,False,
Mask_oil/00053.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.5737400054931641,0.4945325182329956,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,False,2406440,57.374000549316406,False,
Mask_oil/00054.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.26168298721313477,0.4395509087879868,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,False,1097578,26.168298721313477,False,
Mask_oil/00055.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.2402637004852295,0.42724355432747424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,False,1007739,24.02637004852295,False,
Mask_oil/00056.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.3696877956390381,0.4827201356838006,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,False,1550583,36.96877956390381,False,
Mask_oil/00057.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.4971616268157959,0.49999194357276117,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,False,2085247,49.71616268157959,False,
Mask_oil/00058.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.31612348556518555,0.46496174836141463,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,False,1325918,31.612348556518555,False,
Mask_oil/00059.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.13645291328430176,0.343268868003681,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,False,572325,13.645291328430176,False,
Mask_oil/00061.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.005462646484375,0.07370757069502254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,22912,0.5462646484375,False,
Mask_oil/00062.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.005760669708251953,0.07568014530089369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,24162,0.5760669708251953,False,
Mask_oil/00064.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.012545585632324219,0.11130226373918115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,52620,1.2545585632324219,False,
Mask_oil/00065.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.0070116519927978516,0.08344152880388606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,29409,0.7011651992797852,False,
Mask_oil/00067.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.010564327239990234,0.10223855549623456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,44310,1.0564327239990234,False,
Mask_oil/00069.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.01254582405090332,0.11130330790136965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,52621,1.254582405090332,False,
Mask_oil/00073.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.042916059494018555,0.20266788431205476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,180003,4.2916059494018555,False,
Mask_oil/00074.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.05447673797607422,0.226955993522005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,False,228492,5.447673797607422,False,
Mask_oil/00075.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.05880546569824219,0.23526024505269702,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,False,246648,5.880546569824219,False,
Mask_oil/00076.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.049758195877075195,0.21744497653460246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,208701,4.9758195877075195,False,
Mask_oil/00077.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.03693103790283203,0.18859251401434685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,154900,3.693103790283203,False,
Mask_oil/00078.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.03942275047302246,0.19459855399813294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,165351,3.942275047302246,False,
Mask_oil/00079.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.041552066802978516,0.19956325450187298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,174282,4.155206680297852,False,
Mask_oil/00080.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.030630826950073242,0.17231534867918152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,128475,3.063082695007324,False,
Mask_oil/00082.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.007360696792602539,0.08547816642470701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,30873,0.7360696792602539,False,
Mask_oil/00084.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.014621973037719727,0.12003404076429287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,61329,1.4621973037719727,False,
Mask_oil/00085.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.05235004425048828,0.2227319400478077,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,False,219572,5.235004425048828,False,
Mask_oil/00086.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.049683332443237305,0.217289896038845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,208387,4.9683332443237305,False,
Mask_oil/00087.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.007670402526855469,0.08724429753245468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,32172,0.7670402526855469,False,
Mask_oil/00088.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.03538870811462402,0.1847602431601614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,148431,3.5388708114624023,False,
Mask_oil/00089.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.15413975715637207,0.3610826670170513,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,False,646509,15.413975715637207,False,
Mask_oil/00090.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.10420680046081543,0.30552862909805234,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,False,437075,10.420680046081543,False,
Mask_oil/00091.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.07243752479553223,0.25921097545634303,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,False,303825,7.243752479553223,False,
Mask_oil/00092.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.0909416675567627,0.2875261390878366,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,False,381437,9.09416675567627,False,
Mask_oil/00093.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.013475418090820312,0.11529887769661032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,56520,1.3475418090820312,False,
Mask_oil/00094.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.013226747512817383,0.11424447760416939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,55477,1.3226747512817383,False,
Mask_oil/00095.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.01347494125366211,0.11529686557696382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,56518,1.347494125366211,False,
Mask_oil/00096.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.005061626434326172,0.07096482489350271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,21230,0.5061626434326172,False,
Mask_oil/00097.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.020029783248901367,0.14010207361742866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,84011,2.0029783248901367,False,
Mask_oil/00098.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.014115333557128906,0.11796648217057207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,59204,1.4115333557128906,False,
Mask_oil/00099.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.01484537124633789,0.12093380916392361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,62266,1.484537124633789,False,
Mask_oil/00100.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.02272963523864746,0.14904025939512283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,95335,2.272963523864746,False,
Mask_oil/00101.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.019906044006347656,0.1396774620988118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,83492,1.9906044006347656,False,
Mask_oil/00102.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.0428318977355957,0.20247796490473519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,179650,4.28318977355957,False,
Mask_oil/00103.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.009045839309692383,0.09467846693348814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,37941,0.9045839309692383,False,
Mask_oil/00104.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.011852025985717773,0.10821994024093547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,49711,1.1852025985717773,False,
Mask_oil/00108.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.006321430206298828,0.0792557236194694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,26514,0.6321430206298828,False,
Mask_oil/00111.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.008270025253295898,0.0905628617900613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,34687,0.8270025253295898,False,
Mask_oil/00112.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.016735076904296875,0.12827709891209788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,70192,1.6735076904296875,False,
Mask_oil/00113.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.005633115768432617,0.074842392901163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,23627,0.5633115768432617,False,
Mask_oil/00114.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.012073755264282227,0.10921529058744679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,50641,1.2073755264282227,False,
Mask_oil/00115.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.00436091423034668,0.06589306987401816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,18291,0.43609142303466797,False,
Mask_oil/00116.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.008107185363769531,0.08967418195471322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,34004,0.8107185363769531,False,
Mask_oil/00117.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.006039619445800781,0.07747994864963893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,25332,0.6039619445800781,False,
Mask_oil/00118.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.0035445690155029297,0.05943067428523141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,14867,0.35445690155029297,False,
Mask_oil/00119.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.011382579803466797,0.10608023699296917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,47742,1.1382579803466797,False,
Mask_oil/00121.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.008178472518920898,0.09006433870394072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,34303,0.8178472518920898,False,
Mask_oil/00123.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.006254673004150391,0.07883877262972543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,26234,0.6254673004150391,False,
Mask_oil/00126.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.014043569564819336,0.1176705048799291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,58903,1.4043569564819336,False,
Mask_oil/00127.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.031948089599609375,0.17586190369305316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,134000,3.1948089599609375,False,
Mask_oil/00130.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.005893707275390625,0.07654391869993744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,24720,0.5893707275390625,False,
Mask_oil/00131.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.03536081314086914,0.1846900810408769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,148314,3.536081314086914,False,
Mask_oil/00132.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.004387378692626953,0.06609182703507625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,18402,0.4387378692626953,False,
Mask_oil/00133.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.02671504020690918,0.16124933126575255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,112051,2.671504020690918,False,
Mask_oil/00134.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.15634584426879883,0.36318290329897873,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,False,655762,15.634584426879883,False,
Mask_oil/00135.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.0046596527099609375,0.0681024254089639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,19544,0.46596527099609375,False,
Mask_oil/00140.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.023017168045043945,0.14995792083191256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,96541,2.3017168045043945,False,
Mask_oil/00142.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.024257183074951172,0.15384658639118215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,101742,2.425718307495117,False,
Mask_oil/00143.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.017739295959472656,0.13200232323082384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,74404,1.7739295959472656,False,
Mask_oil/00145.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.00951075553894043,0.09705823544665823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,39891,0.951075553894043,False,
Mask_oil/00146.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.015233993530273438,0.12248232105652238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,63896,1.5233993530273438,False,
Mask_oil/00148.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.009464502334594727,0.09682419909378635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,39697,0.9464502334594727,False,
Mask_oil/00149.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.007243633270263672,0.0848007255116936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,30382,0.7243633270263672,False,
Mask_oil/00150.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.014673233032226562,0.12024112967120917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,61544,1.4673233032226562,False,
Mask_oil/00151.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.0309298038482666,0.17312755725815102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,129729,3.09298038482666,False,
Mask_oil/00152.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.026343822479248047,0.16015562898765037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,False,110494,2.6343822479248047,False,
Mask_oil/00153.tif,True,2048,2048,1,uint8,,,,1,0.0,1.0,0.006854057312011719,0.08250502536437024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,28748,0.6854057312011719,False,
