split,class,image_source,mask_source,width,height,bands,dtype,mask_width,mask_height,mask_unique,nan,posinf,neginf,status,issues
train,Oil,Oil/01107.tif,Mask_oil/01107.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00154.tif,Mask_oil/00154.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01144.tif,Mask_oil/01144.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00864.tif,Mask_oil/00864.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00753.tif,Mask_oil/00753.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00568.tif,Mask_oil/00568.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01081.tif,Mask_oil/01081.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00524.tif,Mask_oil/00524.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00761.tif,Mask_oil/00761.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00102.tif,Mask_oil/00102.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00725.tif,Mask_oil/00725.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00064.tif,Mask_oil/00064.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00013.tif,Mask_oil/00013.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00407.tif,Mask_oil/00407.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00927.tif,Mask_oil/00927.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01025.tif,Mask_oil/01025.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00004.tif,Mask_oil/00004.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00713.tif,Mask_oil/00713.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01117.tif,Mask_oil/01117.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00264.tif,Mask_oil/00264.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00341.tif,Mask_oil/00341.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01109.tif,Mask_oil/01109.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01265.tif,Mask_oil/01265.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01290.tif,Mask_oil/01290.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00563.tif,Mask_oil/00563.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00208.tif,Mask_oil/00208.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00691.tif,Mask_oil/00691.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00681.tif,Mask_oil/00681.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00712.tif,Mask_oil/00712.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00342.tif,Mask_oil/00342.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00627.tif,Mask_oil/00627.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00826.tif,Mask_oil/00826.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01037.tif,Mask_oil/01037.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00958.tif,Mask_oil/00958.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00447.tif,Mask_oil/00447.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00542.tif,Mask_oil/00542.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00941.tif,Mask_oil/00941.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00535.tif,Mask_oil/00535.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00368.tif,Mask_oil/00368.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00176.tif,Mask_oil/00176.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00611.tif,Mask_oil/00611.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01229.tif,Mask_oil/01229.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00766.tif,Mask_oil/00766.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00909.tif,Mask_oil/00909.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00964.tif,Mask_oil/00964.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00504.tif,Mask_oil/00504.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00425.tif,Mask_oil/00425.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00480.tif,Mask_oil/00480.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01048.tif,Mask_oil/01048.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00038.tif,Mask_oil/00038.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00907.tif,Mask_oil/00907.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01069.tif,Mask_oil/01069.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01005.tif,Mask_oil/01005.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00834.tif,Mask_oil/00834.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00720.tif,Mask_oil/00720.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00808.tif,Mask_oil/00808.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00618.tif,Mask_oil/00618.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01155.tif,Mask_oil/01155.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01082.tif,Mask_oil/01082.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00369.tif,Mask_oil/00369.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00018.tif,Mask_oil/00018.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00890.tif,Mask_oil/00890.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00745.tif,Mask_oil/00745.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00667.tif,Mask_oil/00667.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00320.tif,Mask_oil/00320.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00150.tif,Mask_oil/00150.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01033.tif,Mask_oil/01033.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00055.tif,Mask_oil/00055.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00997.tif,Mask_oil/00997.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00961.tif,Mask_oil/00961.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00352.tif,Mask_oil/00352.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01023.tif,Mask_oil/01023.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01275.tif,Mask_oil/01275.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00575.tif,Mask_oil/00575.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00348.tif,Mask_oil/00348.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01214.tif,Mask_oil/01214.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00635.tif,Mask_oil/00635.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00749.tif,Mask_oil/00749.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00200.tif,Mask_oil/00200.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00823.tif,Mask_oil/00823.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00459.tif,Mask_oil/00459.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00477.tif,Mask_oil/00477.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00387.tif,Mask_oil/00387.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00065.tif,Mask_oil/00065.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00752.tif,Mask_oil/00752.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00303.tif,Mask_oil/00303.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00695.tif,Mask_oil/00695.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00912.tif,Mask_oil/00912.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00841.tif,Mask_oil/00841.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00686.tif,Mask_oil/00686.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00882.tif,Mask_oil/00882.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00424.tif,Mask_oil/00424.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00455.tif,Mask_oil/00455.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00922.tif,Mask_oil/00922.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00445.tif,Mask_oil/00445.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00701.tif,Mask_oil/00701.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00650.tif,Mask_oil/00650.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00543.tif,Mask_oil/00543.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00779.tif,Mask_oil/00779.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00506.tif,Mask_oil/00506.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00394.tif,Mask_oil/00394.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00204.tif,Mask_oil/00204.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00801.tif,Mask_oil/00801.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01210.tif,Mask_oil/01210.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00564.tif,Mask_oil/00564.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00112.tif,Mask_oil/00112.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01213.tif,Mask_oil/01213.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00054.tif,Mask_oil/00054.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01237.tif,Mask_oil/01237.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00658.tif,Mask_oil/00658.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01242.tif,Mask_oil/01242.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00466.tif,Mask_oil/00466.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00770.tif,Mask_oil/00770.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01262.tif,Mask_oil/01262.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00456.tif,Mask_oil/00456.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00893.tif,Mask_oil/00893.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00835.tif,Mask_oil/00835.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00679.tif,Mask_oil/00679.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01095.tif,Mask_oil/01095.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00023.tif,Mask_oil/00023.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00929.tif,Mask_oil/00929.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01220.tif,Mask_oil/01220.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00680.tif,Mask_oil/00680.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00965.tif,Mask_oil/00965.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00586.tif,Mask_oil/00586.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01219.tif,Mask_oil/01219.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00285.tif,Mask_oil/00285.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00699.tif,Mask_oil/00699.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00876.tif,Mask_oil/00876.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00099.tif,Mask_oil/00099.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00644.tif,Mask_oil/00644.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00769.tif,Mask_oil/00769.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00213.tif,Mask_oil/00213.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01166.tif,Mask_oil/01166.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01032.tif,Mask_oil/01032.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00130.tif,Mask_oil/00130.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00104.tif,Mask_oil/00104.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01016.tif,Mask_oil/01016.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00274.tif,Mask_oil/00274.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00665.tif,Mask_oil/00665.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00698.tif,Mask_oil/00698.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00592.tif,Mask_oil/00592.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00333.tif,Mask_oil/00333.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00052.tif,Mask_oil/00052.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01003.tif,Mask_oil/01003.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00800.tif,Mask_oil/00800.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00821.tif,Mask_oil/00821.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00572.tif,Mask_oil/00572.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/01203.tif,Mask_oil/01203.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00873.tif,Mask_oil/00873.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
train,Oil,Oil/00244.tif,Mask_oil/00244.tif,2048,2048,2,float32+float32,2048,2048,"[0, 1]",0,0,0,valid,
