image,mask,class,image_shape,mask_shape,shape_match,pair_status,note
Oil/00180.tif,Mask_oil/00180.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00181.tif,Mask_oil/00181.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00183.tif,Mask_oil/00183.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00184.tif,Mask_oil/00184.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00185.tif,Mask_oil/00185.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00186.tif,Mask_oil/00186.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00188.tif,Mask_oil/00188.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00189.tif,Mask_oil/00189.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00190.tif,Mask_oil/00190.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00191.tif,Mask_oil/00191.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00192.tif,Mask_oil/00192.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00193.tif,Mask_oil/00193.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00194.tif,Mask_oil/00194.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00195.tif,Mask_oil/00195.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00196.tif,Mask_oil/00196.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00197.tif,Mask_oil/00197.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00198.tif,Mask_oil/00198.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00199.tif,Mask_oil/00199.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00200.tif,Mask_oil/00200.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00201.tif,Mask_oil/00201.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00202.tif,Mask_oil/00202.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00203.tif,Mask_oil/00203.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00204.tif,Mask_oil/00204.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00206.tif,Mask_oil/00206.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00207.tif,Mask_oil/00207.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00208.tif,Mask_oil/00208.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00210.tif,Mask_oil/00210.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00211.tif,Mask_oil/00211.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00212.tif,Mask_oil/00212.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00213.tif,Mask_oil/00213.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00214.tif,Mask_oil/00214.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00215.tif,Mask_oil/00215.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00216.tif,Mask_oil/00216.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00217.tif,Mask_oil/00217.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00218.tif,Mask_oil/00218.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00219.tif,Mask_oil/00219.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00220.tif,Mask_oil/00220.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00223.tif,Mask_oil/00223.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00224.tif,Mask_oil/00224.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00227.tif,Mask_oil/00227.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00228.tif,Mask_oil/00228.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00231.tif,Mask_oil/00231.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00232.tif,Mask_oil/00232.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00233.tif,Mask_oil/00233.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00234.tif,Mask_oil/00234.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00235.tif,Mask_oil/00235.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00236.tif,Mask_oil/00236.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00237.tif,Mask_oil/00237.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00238.tif,Mask_oil/00238.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00240.tif,Mask_oil/00240.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00241.tif,Mask_oil/00241.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00244.tif,Mask_oil/00244.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00245.tif,Mask_oil/00245.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00246.tif,Mask_oil/00246.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00247.tif,Mask_oil/00247.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00248.tif,Mask_oil/00248.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00249.tif,Mask_oil/00249.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00250.tif,Mask_oil/00250.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00251.tif,Mask_oil/00251.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00252.tif,Mask_oil/00252.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00253.tif,Mask_oil/00253.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00254.tif,Mask_oil/00254.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00255.tif,Mask_oil/00255.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00256.tif,Mask_oil/00256.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00257.tif,Mask_oil/00257.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00258.tif,Mask_oil/00258.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00259.tif,Mask_oil/00259.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00260.tif,Mask_oil/00260.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00261.tif,Mask_oil/00261.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00263.tif,Mask_oil/00263.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00264.tif,Mask_oil/00264.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00265.tif,Mask_oil/00265.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00266.tif,Mask_oil/00266.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00267.tif,Mask_oil/00267.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00268.tif,Mask_oil/00268.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00269.tif,Mask_oil/00269.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00270.tif,Mask_oil/00270.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00273.tif,Mask_oil/00273.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00274.tif,Mask_oil/00274.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00275.tif,Mask_oil/00275.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00276.tif,Mask_oil/00276.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00277.tif,Mask_oil/00277.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00278.tif,Mask_oil/00278.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00279.tif,Mask_oil/00279.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00280.tif,Mask_oil/00280.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00281.tif,Mask_oil/00281.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00282.tif,Mask_oil/00282.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00283.tif,Mask_oil/00283.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00284.tif,Mask_oil/00284.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00285.tif,Mask_oil/00285.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00286.tif,Mask_oil/00286.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00287.tif,Mask_oil/00287.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00288.tif,Mask_oil/00288.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00289.tif,Mask_oil/00289.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00290.tif,Mask_oil/00290.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00291.tif,Mask_oil/00291.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00293.tif,Mask_oil/00293.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00294.tif,Mask_oil/00294.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00295.tif,Mask_oil/00295.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00296.tif,Mask_oil/00296.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00297.tif,Mask_oil/00297.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00299.tif,Mask_oil/00299.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00300.tif,Mask_oil/00300.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00302.tif,Mask_oil/00302.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00303.tif,Mask_oil/00303.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00304.tif,Mask_oil/00304.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00305.tif,Mask_oil/00305.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00306.tif,Mask_oil/00306.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00307.tif,Mask_oil/00307.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00308.tif,Mask_oil/00308.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00309.tif,Mask_oil/00309.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00317.tif,Mask_oil/00317.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00318.tif,Mask_oil/00318.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00319.tif,Mask_oil/00319.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00320.tif,Mask_oil/00320.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00321.tif,Mask_oil/00321.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00322.tif,Mask_oil/00322.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00323.tif,Mask_oil/00323.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00324.tif,Mask_oil/00324.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00325.tif,Mask_oil/00325.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00326.tif,Mask_oil/00326.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00327.tif,Mask_oil/00327.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00328.tif,Mask_oil/00328.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00329.tif,Mask_oil/00329.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00330.tif,Mask_oil/00330.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00331.tif,Mask_oil/00331.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00332.tif,Mask_oil/00332.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00333.tif,Mask_oil/00333.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00334.tif,Mask_oil/00334.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00335.tif,Mask_oil/00335.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00336.tif,Mask_oil/00336.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00337.tif,Mask_oil/00337.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00339.tif,Mask_oil/00339.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00340.tif,Mask_oil/00340.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00341.tif,Mask_oil/00341.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00342.tif,Mask_oil/00342.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00344.tif,Mask_oil/00344.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00345.tif,Mask_oil/00345.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00346.tif,Mask_oil/00346.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00347.tif,Mask_oil/00347.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00348.tif,Mask_oil/00348.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00349.tif,Mask_oil/00349.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00350.tif,Mask_oil/00350.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00351.tif,Mask_oil/00351.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00352.tif,Mask_oil/00352.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00353.tif,Mask_oil/00353.tif,Oil,2048x2048,2048x2048,PASS,PASS,
Oil/00354.tif,Mask_oil/00354.tif,Oil,2048x2048,2048x2048,PASS,PASS,
