file,ok,width,height,bands,dtypes,crs,nodata,compression,band,min,max,mean,std,median_s4,P1_s4,P5_s4,P25_s4,P50_s4,P75_s4,P95_s4,P99_s4,nan,posinf,neginf,constant,mask_fg,mask_fg_pct,mask_empty,error
Oil/00016.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,1,-48.84260177612305,-15.610356330871582,-29.676815032958984,2.648378849029541,-29.570308685302734,-36.52229125976562,-34.13371047973633,-31.324822902679443,-29.570307731628418,-27.913949012756348,-25.672243309020995,-23.5584787940979,0,0,0,False,,,,
Oil/00016.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,2,-39.59259033203125,-10.716951370239258,-18.697629928588867,2.1970815658569336,-18.49008560180664,-27.38690414428711,-22.08753595352173,-19.746418476104736,-18.49008560180664,-17.325170516967773,-15.727965497970581,-14.661233634948731,0,0,0,False,,,,
Oil/00017.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,1,-48.92154312133789,-14.000999450683594,-29.846725463867188,2.729412794113159,-29.78286361694336,-36.66666915893555,-34.314177894592284,-31.5361008644104,-29.782864570617676,-28.112024784088135,-25.74396028518677,-22.808315792083732,0,0,0,False,,,,
Oil/00017.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,2,-39.94886016845703,-11.721203804016113,-19.457839965820312,2.089498281478882,-19.283248901367188,-27.727149600982667,-22.607201194763185,-20.472175121307373,-19.283248901367188,-18.160282611846924,-16.599365425109866,-15.52684034347534,0,0,0,False,,,,
Oil/00018.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,1,-48.92154312133789,-15.262205123901367,-29.985092163085938,2.772308826446533,-29.948768615722656,-36.810837516784666,-34.488908195495604,-31.71965742111206,-29.948768615722656,-28.25195550918579,-25.73010978698731,-22.542720222473143,0,0,0,False,,,,
Oil/00018.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,2,-39.94886016845703,-12.342734336853027,-19.736997604370117,2.169461727142334,-19.50743865966797,-28.844333572387697,-22.918952465057373,-20.64779043197632,-19.50743865966797,-18.436376571655273,-16.94929838180542,-15.931724987030028,0,0,0,False,,,,
Oil/00019.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,1,-48.71872329711914,-21.3056640625,-30.73862075805664,2.4486889839172363,-30.59583282470703,-37.23290550231933,-34.970279693603516,-32.272098541259766,-30.595833778381348,-29.021405696868896,-27.007472133636476,-25.765327224731443,0,0,0,False,,,,
Oil/00019.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,2,-38.929954528808594,-12.824883460998535,-20.357667922973633,1.98650062084198,-20.190662384033203,-28.12404706954956,-23.380224227905273,-21.32366180419922,-20.190661430358887,-19.119382858276367,-17.64210214614868,-16.649414100646972,0,0,0,False,,,,
Oil/00020.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,1,-47.591251373291016,5.865877151489258,-30.128713607788086,2.481841564178467,-30.021766662597656,-36.448517684936526,-34.352637672424315,-31.73194694519043,-30.021767616271973,-28.379291534423828,-26.294381046295168,-25.039750976562498,0,0,0,False,,,,
Oil/00020.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,2,-32.36912536621094,24.49409294128418,-17.69788360595703,1.658060073852539,-17.623218536376953,-24.30256086349487,-19.976031398773195,-18.517751216888428,-17.623217582702637,-16.718902111053467,-15.405038833618164,-14.439293575286865,0,0,0,False,,,,
Oil/00021.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,1,-47.15081024169922,5.865877151489258,-31.107316970825195,2.3723316192626953,-30.99358367919922,-37.21765468597412,-35.14935646057129,-32.60805797576904,-30.993582725524902,-29.45616579055786,-27.47765121459961,-26.21856580734253,0,0,0,False,,,,
Oil/00021.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,2,-32.36912536621094,24.49409294128418,-17.890024185180664,1.6953076124191284,-17.797340393066406,-24.823881931304932,-20.175776863098143,-18.68176794052124,-17.797341346740723,-16.89878511428833,-15.596445226669312,-14.660045738220214,0,0,0,False,,,,
Oil/00022.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,1,-33.29318618774414,-5.080151081085205,-27.37986183166504,1.095556378364563,-27.395570755004883,-29.853926067352294,-29.14328842163086,-28.12071704864502,-27.395570755004883,-26.654199600219727,-25.567382907867433,-24.790624847412108,0,0,0,False,,,,
Oil/00022.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,2,-23.98652458190918,9.797443389892578,-16.051128387451172,1.2636655569076538,-16.080869674682617,-18.93829481124878,-18.058083915710448,-16.898521900177002,-16.080869674682617,-15.227317333221436,-13.945814609527588,-13.013909091949461,0,0,0,False,,,,
Oil/00023.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,1,-33.29318618774414,-5.080151081085205,-27.612747192382812,1.0801959037780762,-27.62261199951172,-30.058920078277588,-29.355967140197755,-28.341395378112793,-27.622612953186035,-26.89579200744629,-25.825465774536134,-25.05280170440674,0,0,0,False,,,,
Oil/00023.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,2,-23.98652458190918,9.797443389892578,-16.197895050048828,1.257542371749878,-16.223772048950195,-19.061615467071533,-18.206792163848878,-17.04761838912964,-16.223772048950195,-15.37659215927124,-14.104940223693854,-13.164000816345213,0,0,0,False,,,,
Oil/00024.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,1,-33.29318618774414,-5.080151081085205,-27.382003784179688,1.1110402345657349,-27.397296905517578,-29.89326250076294,-29.16951732635498,-28.133277893066406,-27.39729595184326,-26.64339780807495,-25.53687915802002,-24.744880065917968,0,0,0,False,,,,
Oil/00024.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,2,-23.98652458190918,9.797443389892578,-16.124113082885742,1.2801597118377686,-16.146724700927734,-19.0243141746521,-18.164007472991944,-16.98415756225586,-16.14672565460205,-15.282789945602417,-13.99644594192505,-13.064982824325561,0,0,0,False,,,,
Oil/00025.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,1,-94.60424041748047,0.0,-31.045581817626953,8.619054794311523,-32.62788391113281,-41.86657901763916,-38.43473091125488,-34.77336883544922,-32.627885818481445,-30.558784008026123,0.0,0.0,0,0,0,False,,,,
Oil/00025.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,2,-76.45854949951172,0.0,-21.48461151123047,5.956882476806641,-22.589691162109375,-30.791880626678466,-25.99189500808716,-23.791361808776855,-22.589691162109375,-21.37550401687622,0.0,0.0,0,0,0,False,,,,
Oil/00026.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,1,-94.60424041748047,0.0,-31.480440139770508,8.787890434265137,-33.09608840942383,-42.38759967803955,-39.03574352264404,-35.309370040893555,-33.09608840942383,-30.9882755279541,0.0,0.0,0,0,0,False,,,,
Oil/00026.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,2,-76.45854949951172,6.653076171875,-20.97661781311035,5.925336837768555,-22.001399993896484,-32.009406356811525,-25.52568140029907,-23.139094352722168,-22.001399993896484,-20.844919681549072,0.0,0.0,0,0,0,False,,,,
Oil/00027.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,1,-49.44994354248047,-20.142724990844727,-34.193233489990234,3.113797903060913,-33.95062255859375,-42.85738758087158,-39.708436012268066,-36.08394813537598,-33.95062446594238,-32.01177787780762,-29.54679117202759,-28.07419250488281,0,0,0,False,,,,
Oil/00027.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,2,-47.43342208862305,-9.047021865844727,-22.433799743652344,1.8160810470581055,-22.309967041015625,-28.280184936523437,-25.139470958709715,-23.381011486053467,-22.30996799468994,-21.293012619018555,-19.892050647735594,-18.947566032409668,0,0,0,False,,,,
Oil/00028.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,1,-49.44994354248047,-3.196333885192871,-33.493621826171875,3.1442160606384277,-33.25395202636719,-42.18934936523438,-39.03178367614746,-35.39177703857422,-33.25395202636719,-31.298612117767334,-28.813961982727054,-27.27693561553955,0,0,0,False,,,,
Oil/00028.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,2,-47.43342208862305,9.454742431640625,-22.337779998779297,2.074894428253174,-22.130035400390625,-31.181417484283447,-25.269414806365965,-23.229683876037598,-22.13003444671631,-21.09827756881714,-19.698016262054445,-18.72369604110718,0,0,0,False,,,,
Oil/00029.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,1,-50.60839080810547,-4.726122856140137,-32.85327911376953,3.06111741065979,-32.6133918762207,-41.347556838989256,-38.24515075683594,-34.689799308776855,-32.6133918762207,-30.72617530822754,-28.31806259155274,-26.86293626785278,0,0,0,False,,,,
Oil/00029.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,2,-39.72121810913086,3.8090131282806396,-22.294828414916992,1.635506510734558,-22.2268009185791,-26.476718215942384,-24.977286911010744,-23.291258335113525,-22.2268009185791,-21.211578369140625,-19.812176132202147,-18.863919944763182,0,0,0,False,,,,
Oil/00030.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,1,-50.60839080810547,-3.196333885192871,-32.92015075683594,3.0683364868164062,-32.6763916015625,-41.46486240386963,-38.32439823150635,-34.76305389404297,-32.67638969421387,-30.795191287994385,-28.36561346054077,-26.886421642303468,0,0,0,False,,,,
Oil/00030.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,2,-39.72121810913086,9.454742431640625,-22.160511016845703,1.6367607116699219,-22.096384048461914,-26.250355129241942,-24.796668243408202,-23.15358829498291,-22.096384048461914,-21.086143970489502,-19.67710409164429,-18.70760152816772,0,0,0,False,,,,
Oil/00031.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,1,-50.282066345214844,-3.196333885192871,-33.74414825439453,3.149993658065796,-33.506797790527344,-42.45802242279053,-39.29520435333252,-35.65358066558838,-33.50679588317871,-31.54363489151001,-29.038157653808597,-27.52299238204956,0,0,0,False,,,,
Oil/00031.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,2,-39.72121810913086,9.454742431640625,-22.270709991455078,1.6074708700180054,-22.21007537841797,-26.294820098876954,-24.87596950531006,-23.256258487701416,-22.21007537841797,-21.20687198638916,-19.806529331207276,-18.841851921081542,0,0,0,False,,,,
Oil/00032.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,1,-50.60839080810547,1.2286429405212402,-32.97313690185547,2.981888771057129,-32.779518127441406,-41.1031689453125,-38.139268493652345,-34.793192863464355,-32.77952003479004,-30.930572509765625,-28.513896560668947,-26.984225788116454,0,0,0,False,,,,
Oil/00032.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,2,-39.19260787963867,11.636058807373047,-22.252195358276367,1.62559974193573,-22.20722007751465,-26.203381118774413,-24.860613918304445,-23.261011600494385,-22.20722007751465,-21.191112995147705,-19.777131748199466,-18.79880306243896,0,0,0,False,,,,
Oil/00036.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,1,-41.18655776977539,5.534911155700684,-24.529560089111328,5.449686527252197,-26.567617416381836,-33.31673233032227,-31.629048156738282,-29.09970760345459,-26.567617416381836,-19.366326332092285,-15.788968372344971,-13.838834571838378,0,0,0,False,,,,
Oil/00036.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,2,-24.5399169921875,18.87138557434082,-12.994367599487305,1.9493716955184937,-13.0071439743042,-18.062610569000245,-16.08635549545288,-14.091092348098755,-13.0071439743042,-11.90320634841919,-9.923388290405278,-8.043985166549678,0,0,0,False,,,,
Oil/00037.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,1,-40.78133010864258,5.534911155700684,-26.696529388427734,4.625904560089111,-28.106412887573242,-33.40099159240722,-31.832811069488525,-29.671525478363037,-28.106412887573242,-25.979541301727295,-16.951691055297854,-14.700449333190909,0,0,0,False,,,,
Oil/00037.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,2,-23.708974838256836,16.94260597229004,-12.778923034667969,1.7382445335388184,-12.692220687866211,-17.74642641067505,-15.726455068588256,-13.742780447006226,-12.692220687866211,-11.691768884658813,-10.209998035430909,-8.929052419662476,0,0,0,False,,,,
Oil/00038.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,1,-41.18655776977539,-3.9772512912750244,-28.99353790283203,1.9334033727645874,-28.91033172607422,-33.849444732666015,-32.28431701660156,-30.247329711914062,-28.910332679748535,-27.64472484588623,-26.012574577331545,-24.931791629791256,0,0,0,False,,,,
Oil/00038.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,2,-23.047306060791016,7.586432933807373,-12.592823028564453,1.2609977722167969,-12.605110168457031,-15.48961664199829,-14.582031059265137,-13.424086332321167,-12.60511064529419,-11.761626720428467,-10.524634742736817,-9.629413204193114,0,0,0,False,,,,
Oil/00039.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,1,-48.81405258178711,3.3756072521209717,-31.009389877319336,3.0623223781585693,-30.845718383789062,-39.04651584625244,-36.128469467163086,-32.818196296691895,-30.84571933746338,-29.04171657562256,-26.648684692382815,-24.820957870483394,0,0,0,False,,,,
Oil/00039.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,2,-41.29767990112305,17.281795501708984,-20.06280517578125,3.388845920562744,-19.212182998657227,-30.660827808380127,-27.87118787765503,-20.68644618988037,-19.212182998657227,-18.108835220336914,-16.601572036743164,-15.167446098327634,0,0,0,False,,,,
Oil/00040.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,1,-48.87582778930664,-0.4756860136985779,-31.091367721557617,2.890923261642456,-30.89101791381836,-38.99702751159668,-36.07858772277832,-32.82254219055176,-30.89101791381836,-29.10837697982788,-26.824014282226564,-25.429441833496092,0,0,0,False,,,,
Oil/00040.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,2,-48.3445930480957,15.517837524414062,-21.196094512939453,4.20517635345459,-19.589643478393555,-32.13478687286377,-29.73060760498047,-23.42216730117798,-19.589643478393555,-18.30314016342163,-16.7795711517334,-15.774205818176268,0,0,0,False,,,,
Oil/00041.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,1,-48.91163635253906,-2.2352428436279297,-31.082975387573242,2.861363410949707,-30.87713623046875,-38.89501262664795,-36.06285972595215,-32.80875492095947,-30.87713623046875,-29.10759449005127,-26.842818832397462,-25.470519008636472,0,0,0,False,,,,
Oil/00041.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,2,-48.3445930480957,12.832104682922363,-21.737651824951172,4.604310035705566,-19.834875106811523,-32.668291091918945,-30.324918746948242,-25.782966136932373,-19.834875106811523,-18.278889179229736,-16.634198093414305,-15.590586042404174,0,0,0,False,,,,
Oil/00042.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,1,-49.00420379638672,0.22227028012275696,-30.95386505126953,2.9410948753356934,-30.762725830078125,-38.85003269195557,-35.983059120178225,-32.706963539123535,-30.76272487640381,-28.971691131591797,-26.64110383987427,-25.068882102966302,0,0,0,False,,,,
Oil/00042.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,2,-48.3445930480957,5.077174663543701,-21.366113662719727,4.775137424468994,-19.33490562438965,-32.700363616943356,-30.33747806549072,-25.5698881149292,-19.33490562438965,-17.850780963897705,-16.235134220123292,-15.10320340156555,0,0,0,False,,,,
Oil/00043.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,1,-49.00420379638672,4.115818500518799,-30.52086639404297,3.330049991607666,-30.464702606201172,-38.586042404174805,-35.71517391204834,-32.434980392456055,-30.464701652526855,-28.633296966552734,-26.03011169433594,-20.11775310516357,0,0,0,False,,,,
Oil/00043.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,2,-48.3445930480957,19.418001174926758,-20.497568130493164,4.819707870483398,-18.79485321044922,-32.62942173004151,-30.127371788024902,-22.34017324447632,-18.794852256774902,-17.50024652481079,-15.807072973251342,-11.568696575164767,0,0,0,False,,,,
Oil/00045.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,1,-48.15971755981445,0.10521013289690018,-34.16822814941406,2.5388216972351074,-34.032432556152344,-40.835461463928226,-38.53454036712647,-35.76333522796631,-34.032432556152344,-32.40644550323486,-30.285448932647707,-28.91722724914551,0,0,0,False,,,,
Oil/00045.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,2,-37.33855438232422,12.965594291687012,-22.412242889404297,1.4280411005020142,-22.386672973632812,-25.854243717193604,-24.65720901489258,-23.299190044403076,-22.38667392730713,-21.484862804412842,-20.199897956848147,-19.286458568572996,0,0,0,False,,,,
Oil/00046.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,1,-48.15971755981445,-2.2041022777557373,-33.28927230834961,2.646584987640381,-33.14497375488281,-40.191045875549314,-37.85391712188721,-34.9549674987793,-33.144975662231445,-31.447206020355225,-29.212612247467042,-27.765063190460204,0,0,0,False,,,,
Oil/00046.tif,True,2048,2048,2,float32+float32,EPSG:4326,,lzw,2,-37.33855438232422,5.2943549156188965,-22.050518035888672,1.497644066810608,-22.002769470214844,-25.852399501800537,-24.452311325073243,-22.971585273742676,-22.00277042388916,-21.058829307556152,-19.743354892730714,-18.834154987335204,0,0,0,False,,,,
