tile_id,split,class,image_id,image_path,mask_path,x,y,tile_width,tile_height,original_width,original_height
test_Lookalike_00004_x1024_y1024,test,Lookalike,Test_Images/Lookalike/00004.tif,test/images/Lookalike/00004.tif,test/masks/Lookalike/00004_segmentation.tif,1024,1024,512,512,2048,2048
test_Lookalike_00004_x1536_y1024,test,Lookalike,Test_Images/Lookalike/00004.tif,test/images/Lookalike/00004.tif,test/masks/Lookalike/00004_segmentation.tif,1536,1024,512,512,2048,2048
test_Lookalike_00004_x0000_y1536,test,Lookalike,Test_Images/Lookalike/00004.tif,test/images/Lookalike/00004.tif,test/masks/Lookalike/00004_segmentation.tif,0,1536,512,512,2048,2048
test_Lookalike_00004_x0512_y1536,test,Lookalike,Test_Images/Lookalike/00004.tif,test/images/Lookalike/00004.tif,test/masks/Lookalike/00004_segmentation.tif,512,1536,512,512,2048,2048
test_Lookalike_00004_x1024_y1536,test,Lookalike,Test_Images/Lookalike/00004.tif,test/images/Lookalike/00004.tif,test/masks/Lookalike/00004_segmentation.tif,1024,1536,512,512,2048,2048
test_Lookalike_00004_x1536_y1536,test,Lookalike,Test_Images/Lookalike/00004.tif,test/images/Lookalike/00004.tif,test/masks/Lookalike/00004_segmentation.tif,1536,1536,512,512,2048,2048
test_Lookalike_00005_x0000_y0000,test,Lookalike,Test_Images/Lookalike/00005.tif,test/images/Lookalike/00005.tif,test/masks/Lookalike/00005_segmentation.tif,0,0,512,512,2048,2048
test_Lookalike_00005_x0512_y0000,test,Lookalike,Test_Images/Lookalike/00005.tif,test/images/Lookalike/00005.tif,test/masks/Lookalike/00005_segmentation.tif,512,0,512,512,2048,2048
test_Lookalike_00005_x1024_y0000,test,Lookalike,Test_Images/Lookalike/00005.tif,test/images/Lookalike/00005.tif,test/masks/Lookalike/00005_segmentation.tif,1024,0,512,512,2048,2048
test_Lookalike_00005_x1536_y0000,test,Lookalike,Test_Images/Lookalike/00005.tif,test/images/Lookalike/00005.tif,test/masks/Lookalike/00005_segmentation.tif,1536,0,512,512,2048,2048
test_Lookalike_00005_x0000_y0512,test,Lookalike,Test_Images/Lookalike/00005.tif,test/images/Lookalike/00005.tif,test/masks/Lookalike/00005_segmentation.tif,0,512,512,512,2048,2048
test_Lookalike_00005_x0512_y0512,test,Lookalike,Test_Images/Lookalike/00005.tif,test/images/Lookalike/00005.tif,test/masks/Lookalike/00005_segmentation.tif,512,512,512,512,2048,2048
test_Lookalike_00005_x1024_y0512,test,Lookalike,Test_Images/Lookalike/00005.tif,test/images/Lookalike/00005.tif,test/masks/Lookalike/00005_segmentation.tif,1024,512,512,512,2048,2048
test_Lookalike_00005_x1536_y0512,test,Lookalike,Test_Images/Lookalike/00005.tif,test/images/Lookalike/00005.tif,test/masks/Lookalike/00005_segmentation.tif,1536,512,512,512,2048,2048
test_Lookalike_00005_x0000_y1024,test,Lookalike,Test_Images/Lookalike/00005.tif,test/images/Lookalike/00005.tif,test/masks/Lookalike/00005_segmentation.tif,0,1024,512,512,2048,2048
test_Lookalike_00005_x0512_y1024,test,Lookalike,Test_Images/Lookalike/00005.tif,test/images/Lookalike/00005.tif,test/masks/Lookalike/00005_segmentation.tif,512,1024,512,512,2048,2048
test_Lookalike_00005_x1024_y1024,test,Lookalike,Test_Images/Lookalike/00005.tif,test/images/Lookalike/00005.tif,test/masks/Lookalike/00005_segmentation.tif,1024,1024,512,512,2048,2048
test_Lookalike_00005_x1536_y1024,test,Lookalike,Test_Images/Lookalike/00005.tif,test/images/Lookalike/00005.tif,test/masks/Lookalike/00005_segmentation.tif,1536,1024,512,512,2048,2048
test_Lookalike_00005_x0000_y1536,test,Lookalike,Test_Images/Lookalike/00005.tif,test/images/Lookalike/00005.tif,test/masks/Lookalike/00005_segmentation.tif,0,1536,512,512,2048,2048
test_Lookalike_00005_x0512_y1536,test,Lookalike,Test_Images/Lookalike/00005.tif,test/images/Lookalike/00005.tif,test/masks/Lookalike/00005_segmentation.tif,512,1536,512,512,2048,2048
test_Lookalike_00005_x1024_y1536,test,Lookalike,Test_Images/Lookalike/00005.tif,test/images/Lookalike/00005.tif,test/masks/Lookalike/00005_segmentation.tif,1024,1536,512,512,2048,2048
test_Lookalike_00005_x1536_y1536,test,Lookalike,Test_Images/Lookalike/00005.tif,test/images/Lookalike/00005.tif,test/masks/Lookalike/00005_segmentation.tif,1536,1536,512,512,2048,2048
test_Lookalike_00006_x0000_y0000,test,Lookalike,Test_Images/Lookalike/00006.tif,test/images/Lookalike/00006.tif,test/masks/Lookalike/00006_segmentation.tif,0,0,512,512,2048,2048
test_Lookalike_00006_x0512_y0000,test,Lookalike,Test_Images/Lookalike/00006.tif,test/images/Lookalike/00006.tif,test/masks/Lookalike/00006_segmentation.tif,512,0,512,512,2048,2048
test_Lookalike_00006_x1024_y0000,test,Lookalike,Test_Images/Lookalike/00006.tif,test/images/Lookalike/00006.tif,test/masks/Lookalike/00006_segmentation.tif,1024,0,512,512,2048,2048
test_Lookalike_00006_x1536_y0000,test,Lookalike,Test_Images/Lookalike/00006.tif,test/images/Lookalike/00006.tif,test/masks/Lookalike/00006_segmentation.tif,1536,0,512,512,2048,2048
test_Lookalike_00006_x0000_y0512,test,Lookalike,Test_Images/Lookalike/00006.tif,test/images/Lookalike/00006.tif,test/masks/Lookalike/00006_segmentation.tif,0,512,512,512,2048,2048
test_Lookalike_00006_x0512_y0512,test,Lookalike,Test_Images/Lookalike/00006.tif,test/images/Lookalike/00006.tif,test/masks/Lookalike/00006_segmentation.tif,512,512,512,512,2048,2048
test_Lookalike_00006_x1024_y0512,test,Lookalike,Test_Images/Lookalike/00006.tif,test/images/Lookalike/00006.tif,test/masks/Lookalike/00006_segmentation.tif,1024,512,512,512,2048,2048
test_Lookalike_00006_x1536_y0512,test,Lookalike,Test_Images/Lookalike/00006.tif,test/images/Lookalike/00006.tif,test/masks/Lookalike/00006_segmentation.tif,1536,512,512,512,2048,2048
test_Lookalike_00006_x0000_y1024,test,Lookalike,Test_Images/Lookalike/00006.tif,test/images/Lookalike/00006.tif,test/masks/Lookalike/00006_segmentation.tif,0,1024,512,512,2048,2048
test_Lookalike_00006_x0512_y1024,test,Lookalike,Test_Images/Lookalike/00006.tif,test/images/Lookalike/00006.tif,test/masks/Lookalike/00006_segmentation.tif,512,1024,512,512,2048,2048
test_Lookalike_00006_x1024_y1024,test,Lookalike,Test_Images/Lookalike/00006.tif,test/images/Lookalike/00006.tif,test/masks/Lookalike/00006_segmentation.tif,1024,1024,512,512,2048,2048
test_Lookalike_00006_x1536_y1024,test,Lookalike,Test_Images/Lookalike/00006.tif,test/images/Lookalike/00006.tif,test/masks/Lookalike/00006_segmentation.tif,1536,1024,512,512,2048,2048
test_Lookalike_00006_x0000_y1536,test,Lookalike,Test_Images/Lookalike/00006.tif,test/images/Lookalike/00006.tif,test/masks/Lookalike/00006_segmentation.tif,0,1536,512,512,2048,2048
test_Lookalike_00006_x0512_y1536,test,Lookalike,Test_Images/Lookalike/00006.tif,test/images/Lookalike/00006.tif,test/masks/Lookalike/00006_segmentation.tif,512,1536,512,512,2048,2048
test_Lookalike_00006_x1024_y1536,test,Lookalike,Test_Images/Lookalike/00006.tif,test/images/Lookalike/00006.tif,test/masks/Lookalike/00006_segmentation.tif,1024,1536,512,512,2048,2048
test_Lookalike_00006_x1536_y1536,test,Lookalike,Test_Images/Lookalike/00006.tif,test/images/Lookalike/00006.tif,test/masks/Lookalike/00006_segmentation.tif,1536,1536,512,512,2048,2048
test_Lookalike_00007_x0000_y0000,test,Lookalike,Test_Images/Lookalike/00007.tif,test/images/Lookalike/00007.tif,test/masks/Lookalike/00007_segmentation.tif,0,0,512,512,2048,2048
test_Lookalike_00007_x0512_y0000,test,Lookalike,Test_Images/Lookalike/00007.tif,test/images/Lookalike/00007.tif,test/masks/Lookalike/00007_segmentation.tif,512,0,512,512,2048,2048
test_Lookalike_00007_x1024_y0000,test,Lookalike,Test_Images/Lookalike/00007.tif,test/images/Lookalike/00007.tif,test/masks/Lookalike/00007_segmentation.tif,1024,0,512,512,2048,2048
test_Lookalike_00007_x1536_y0000,test,Lookalike,Test_Images/Lookalike/00007.tif,test/images/Lookalike/00007.tif,test/masks/Lookalike/00007_segmentation.tif,1536,0,512,512,2048,2048
test_Lookalike_00007_x0000_y0512,test,Lookalike,Test_Images/Lookalike/00007.tif,test/images/Lookalike/00007.tif,test/masks/Lookalike/00007_segmentation.tif,0,512,512,512,2048,2048
test_Lookalike_00007_x0512_y0512,test,Lookalike,Test_Images/Lookalike/00007.tif,test/images/Lookalike/00007.tif,test/masks/Lookalike/00007_segmentation.tif,512,512,512,512,2048,2048
test_Lookalike_00007_x1024_y0512,test,Lookalike,Test_Images/Lookalike/00007.tif,test/images/Lookalike/00007.tif,test/masks/Lookalike/00007_segmentation.tif,1024,512,512,512,2048,2048
test_Lookalike_00007_x1536_y0512,test,Lookalike,Test_Images/Lookalike/00007.tif,test/images/Lookalike/00007.tif,test/masks/Lookalike/00007_segmentation.tif,1536,512,512,512,2048,2048
test_Lookalike_00007_x0000_y1024,test,Lookalike,Test_Images/Lookalike/00007.tif,test/images/Lookalike/00007.tif,test/masks/Lookalike/00007_segmentation.tif,0,1024,512,512,2048,2048
test_Lookalike_00007_x0512_y1024,test,Lookalike,Test_Images/Lookalike/00007.tif,test/images/Lookalike/00007.tif,test/masks/Lookalike/00007_segmentation.tif,512,1024,512,512,2048,2048
test_Lookalike_00007_x1024_y1024,test,Lookalike,Test_Images/Lookalike/00007.tif,test/images/Lookalike/00007.tif,test/masks/Lookalike/00007_segmentation.tif,1024,1024,512,512,2048,2048
test_Lookalike_00007_x1536_y1024,test,Lookalike,Test_Images/Lookalike/00007.tif,test/images/Lookalike/00007.tif,test/masks/Lookalike/00007_segmentation.tif,1536,1024,512,512,2048,2048
test_Lookalike_00007_x0000_y1536,test,Lookalike,Test_Images/Lookalike/00007.tif,test/images/Lookalike/00007.tif,test/masks/Lookalike/00007_segmentation.tif,0,1536,512,512,2048,2048
test_Lookalike_00007_x0512_y1536,test,Lookalike,Test_Images/Lookalike/00007.tif,test/images/Lookalike/00007.tif,test/masks/Lookalike/00007_segmentation.tif,512,1536,512,512,2048,2048
test_Lookalike_00007_x1024_y1536,test,Lookalike,Test_Images/Lookalike/00007.tif,test/images/Lookalike/00007.tif,test/masks/Lookalike/00007_segmentation.tif,1024,1536,512,512,2048,2048
test_Lookalike_00007_x1536_y1536,test,Lookalike,Test_Images/Lookalike/00007.tif,test/images/Lookalike/00007.tif,test/masks/Lookalike/00007_segmentation.tif,1536,1536,512,512,2048,2048
test_Lookalike_00008_x0000_y0000,test,Lookalike,Test_Images/Lookalike/00008.tif,test/images/Lookalike/00008.tif,test/masks/Lookalike/00008_segmentation.tif,0,0,512,512,2048,2048
test_Lookalike_00008_x0512_y0000,test,Lookalike,Test_Images/Lookalike/00008.tif,test/images/Lookalike/00008.tif,test/masks/Lookalike/00008_segmentation.tif,512,0,512,512,2048,2048
test_Lookalike_00008_x1024_y0000,test,Lookalike,Test_Images/Lookalike/00008.tif,test/images/Lookalike/00008.tif,test/masks/Lookalike/00008_segmentation.tif,1024,0,512,512,2048,2048
test_Lookalike_00008_x1536_y0000,test,Lookalike,Test_Images/Lookalike/00008.tif,test/images/Lookalike/00008.tif,test/masks/Lookalike/00008_segmentation.tif,1536,0,512,512,2048,2048
test_Lookalike_00008_x0000_y0512,test,Lookalike,Test_Images/Lookalike/00008.tif,test/images/Lookalike/00008.tif,test/masks/Lookalike/00008_segmentation.tif,0,512,512,512,2048,2048
test_Lookalike_00008_x0512_y0512,test,Lookalike,Test_Images/Lookalike/00008.tif,test/images/Lookalike/00008.tif,test/masks/Lookalike/00008_segmentation.tif,512,512,512,512,2048,2048
test_Lookalike_00008_x1024_y0512,test,Lookalike,Test_Images/Lookalike/00008.tif,test/images/Lookalike/00008.tif,test/masks/Lookalike/00008_segmentation.tif,1024,512,512,512,2048,2048
test_Lookalike_00008_x1536_y0512,test,Lookalike,Test_Images/Lookalike/00008.tif,test/images/Lookalike/00008.tif,test/masks/Lookalike/00008_segmentation.tif,1536,512,512,512,2048,2048
test_Lookalike_00008_x0000_y1024,test,Lookalike,Test_Images/Lookalike/00008.tif,test/images/Lookalike/00008.tif,test/masks/Lookalike/00008_segmentation.tif,0,1024,512,512,2048,2048
test_Lookalike_00008_x0512_y1024,test,Lookalike,Test_Images/Lookalike/00008.tif,test/images/Lookalike/00008.tif,test/masks/Lookalike/00008_segmentation.tif,512,1024,512,512,2048,2048
test_Lookalike_00008_x1024_y1024,test,Lookalike,Test_Images/Lookalike/00008.tif,test/images/Lookalike/00008.tif,test/masks/Lookalike/00008_segmentation.tif,1024,1024,512,512,2048,2048
test_Lookalike_00008_x1536_y1024,test,Lookalike,Test_Images/Lookalike/00008.tif,test/images/Lookalike/00008.tif,test/masks/Lookalike/00008_segmentation.tif,1536,1024,512,512,2048,2048
test_Lookalike_00008_x0000_y1536,test,Lookalike,Test_Images/Lookalike/00008.tif,test/images/Lookalike/00008.tif,test/masks/Lookalike/00008_segmentation.tif,0,1536,512,512,2048,2048
