split,class,image_filename,image_source,image_destination,mask_filename,mask_source,mask_destination,image_sha256,mask_sha256,width,height,bands,dtype,storage_method,excluded,exclusion_reason
train,Oil,00478.tif,Oil/00478.tif,train/images/Oil/00478.tif,00478.tif,Mask_oil/00478.tif,train/masks/Oil/00478.tif,d1b4a4b65a1de1d8ea40ac6d0112440c436563a9ff5d72c945e495d8be150d85,4ab2c44503c4490e24b6b1b2c54229a3263bc3a554e4ff5799cb651ea387b0a3,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00188.tif,Oil/00188.tif,train/images/Oil/00188.tif,00188.tif,Mask_oil/00188.tif,train/masks/Oil/00188.tif,a12b47378c0809af58b39bb79e41158a8afb8bb4d5e4c03e975d1253a164185c,fb7921e6905713b8933bea94d953e3bdd8a58e043400a4fb1207b535ed948c00,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01165.tif,Oil/01165.tif,train/images/Oil/01165.tif,01165.tif,Mask_oil/01165.tif,train/masks/Oil/01165.tif,1d11b2166d135e14a016fa934c49b6a15e716d97f811f2d267761e3199b548e7,26441549044f4185f832f4c9f2d1e6333caf99002b51eb3393d866d9f11779c2,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00197.tif,Oil/00197.tif,train/images/Oil/00197.tif,00197.tif,Mask_oil/00197.tif,train/masks/Oil/00197.tif,952f1d9d56b08131fa1e5cdabd3ccb4ddba259d42c1189d1e5441604dc5f99fd,f0e000a148b93024e041dc5f3b4def3c8ee78252cde6bcbdcd5208f03217cc8a,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00846.tif,Oil/00846.tif,train/images/Oil/00846.tif,00846.tif,Mask_oil/00846.tif,train/masks/Oil/00846.tif,fd61c3ce62c9dc80e3a8838891c5da6a66e4a1499b9f01aa9adeb1cc010c4b2a,77e4c78fa3b66673323b7b3576cb79f132de7fa9ee19b33d4185a4d3131665c4,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00012.tif,Oil/00012.tif,train/images/Oil/00012.tif,00012.tif,Mask_oil/00012.tif,train/masks/Oil/00012.tif,a72c2919a5bf1823f2f5f4ce4b33a9d293e7049d5374a7ca14f48e79fccf1eb4,a7c268cfbf8cb6413d65c88d336e94f5bb5b40a28c42787e8d8255a6b5edd1f3,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00845.tif,Oil/00845.tif,train/images/Oil/00845.tif,00845.tif,Mask_oil/00845.tif,train/masks/Oil/00845.tif,5a22b346b8cbd6b3b935cc7e24ff01599100d5edac732c9a0efa5cbd408b1b1b,ea25ce883d7e36e478695f570d62ca5b8a43ec5d1841553c0d5294473830ed24,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00412.tif,Oil/00412.tif,train/images/Oil/00412.tif,00412.tif,Mask_oil/00412.tif,train/masks/Oil/00412.tif,7de10645480c9fd485e32e2d263bb81748276d6a5015ed0f7990ca96b2944515,6ef0d45ce440f68429b6e9f0cdc47cd942ca75c247bfaa0e36bce024cc0e1be5,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00461.tif,Oil/00461.tif,train/images/Oil/00461.tif,00461.tif,Mask_oil/00461.tif,train/masks/Oil/00461.tif,0aa5f2b307ac61184ec9ae556169f219f743b6bb212e56f49df75e6e12b3dfb7,382734fb31d7fc777103948a7a5d1c0d37925890ec6d9e68d91e99fa58837636,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00915.tif,Oil/00915.tif,train/images/Oil/00915.tif,00915.tif,Mask_oil/00915.tif,train/masks/Oil/00915.tif,c612ddde47b2072ff5341c0aa9a5996c0f321f7a4bae5175f8dd056e1f5c9b70,76c1f7d5f7e4fb4f71d880c78ab20a363e022c0bfce43f163e860ddce4561433,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00772.tif,Oil/00772.tif,train/images/Oil/00772.tif,00772.tif,Mask_oil/00772.tif,train/masks/Oil/00772.tif,a60bf4ea4fb41fdd6d6cc08a5b5cd357850bf5ad9aaa9c92d4080e7a281b1502,2b50ea0f4cfc83fd9490ac3a167e4f69dffca59741a32988d314cd72718f898a,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01027.tif,Oil/01027.tif,train/images/Oil/01027.tif,01027.tif,Mask_oil/01027.tif,train/masks/Oil/01027.tif,98f30a155f46f3fd5a27279fb96ad699157e1f0e15d88ac8d53bf82eebbafc65,74065f65f53714c085d104cab235a0254cd5bd2509fe8f527a5ba836855a3e94,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01179.tif,Oil/01179.tif,train/images/Oil/01179.tif,01179.tif,Mask_oil/01179.tif,train/masks/Oil/01179.tif,a4ed7e6e61fd7349f8bbcb7b138780c2c72da9fbab17711fc721cf3b352ea77d,9ad3f761ab11fae0199b1c5794a32936c8821325eb19ba018c35d960fc1b81b7,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00080.tif,Oil/00080.tif,train/images/Oil/00080.tif,00080.tif,Mask_oil/00080.tif,train/masks/Oil/00080.tif,17d444cc833af09bdc09bfac14633817f8229fe802da039ac4b0b2a1a05ea076,cb49b2b230ff8a53a0934fb1ceed754d2a65beff0f3ca75e022af65e8d8853bb,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00871.tif,Oil/00871.tif,train/images/Oil/00871.tif,00871.tif,Mask_oil/00871.tif,train/masks/Oil/00871.tif,50e583648add7e23a6dbf8325fbcd09421c90f72ff2c7fb4409fc124f0a56339,bab5b0a4b39476ec1b06074638bc516f12f7324aa95138bc82a74ddbcd418988,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01147.tif,Oil/01147.tif,train/images/Oil/01147.tif,01147.tif,Mask_oil/01147.tif,train/masks/Oil/01147.tif,6c88dd86de994417dda0568867ee15747ef713b6c58a7644bc40a3e25878a0aa,52847d25bb14964f96e52d4c11e70c1278a03775cdd34b8f26e36af73b4dcec2,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01158.tif,Oil/01158.tif,train/images/Oil/01158.tif,01158.tif,Mask_oil/01158.tif,train/masks/Oil/01158.tif,a7608a2a86b516de5dc70188f5645e9cacfd7cce7b46b9061ceab00d6be61c19,a59a530e682378f73d09ee1112fc4a0d1efae7ea2150d23ff913bccb566db6e7,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00785.tif,Oil/00785.tif,train/images/Oil/00785.tif,00785.tif,Mask_oil/00785.tif,train/masks/Oil/00785.tif,a1d371f43073be254a06b484eefc3ab38fe4cc9bc265959dec148bc782571923,e975f212944775bca99e5cf980026e9d10c42986e0e049fd39c5373d376eff5f,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00133.tif,Oil/00133.tif,train/images/Oil/00133.tif,00133.tif,Mask_oil/00133.tif,train/masks/Oil/00133.tif,6655277f1a8d62bd45216a420c39b92d67c5d647af2d06ca356eb2a63ee5ae86,4dad5ba4518740adbe718eb87f2b348a61e68e7823c2e5969a737ff9e72b7a88,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00978.tif,Oil/00978.tif,train/images/Oil/00978.tif,00978.tif,Mask_oil/00978.tif,train/masks/Oil/00978.tif,37e8a53c8020a99193158de8ecf82d25188c0121c5c732c299859d163f218539,5e9da086a1d5f3a42545d057ae0a1ee27a309fea5dba38ce060e72c67f35b637,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00570.tif,Oil/00570.tif,train/images/Oil/00570.tif,00570.tif,Mask_oil/00570.tif,train/masks/Oil/00570.tif,9322fdc65d8c4af6be0592e0f43a9a8fc19800ea0b7303ecbbf84c54851fdb94,d827035090fc4b817dd0e7d81dd87f4d26905e30acb8ec27c56d88b5dab490c5,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00577.tif,Oil/00577.tif,train/images/Oil/00577.tif,00577.tif,Mask_oil/00577.tif,train/masks/Oil/00577.tif,8eecd55024bb1f5de37b874f6448bbaf11556932ec4e20e0fe43d66a946e9dd2,2c2dcdcf5d0084131c34e3a37006acb98e6b105259761827bc9af2abcefcc2d2,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00294.tif,Oil/00294.tif,train/images/Oil/00294.tif,00294.tif,Mask_oil/00294.tif,train/masks/Oil/00294.tif,0a1b7bf9f8f4162b6349ad994864fd56c918fcd9b08949e477d7436fe8309b0a,95dcf76ac2ac12c9246111e30d2d1ac7db9cd37c120f180af90795e434b07504,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00919.tif,Oil/00919.tif,train/images/Oil/00919.tif,00919.tif,Mask_oil/00919.tif,train/masks/Oil/00919.tif,cdf98edd33e4b7ad9f8380e4256d7cd7c56f4fdc4ede060c9bf5d30a38779c8f,de3e01295585c268cebc80b3826666873737af1ff83209381781864a84dcdb88,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01046.tif,Oil/01046.tif,train/images/Oil/01046.tif,01046.tif,Mask_oil/01046.tif,train/masks/Oil/01046.tif,a754847fb83466a09381e0d19b3a8c5949017c8b6bfe30c44c310051ff6cb8ed,f35ec2a0a2f02f98abf59e0c39c58d6ff2ad45a7caa1b301b306c5164f38f872,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00778.tif,Oil/00778.tif,train/images/Oil/00778.tif,00778.tif,Mask_oil/00778.tif,train/masks/Oil/00778.tif,d2281dfff0b1348577b2f83224a63b6fd66f6eb839d2a1464b2143de7906e069,498f1479cc9a342736e8f9bb2694cd1d4fa413f2affd8150fc90085f38cceadc,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01299.tif,Oil/01299.tif,train/images/Oil/01299.tif,01299.tif,Mask_oil/01299.tif,train/masks/Oil/01299.tif,0c762e9923521ca63fc777df080605dc146c2c28a5daa574f9c5648db92e89cd,951be192d1ac71b53cf93d8b329d917c42ed6d5facc41cdd286a3c027404ec72,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01123.tif,Oil/01123.tif,train/images/Oil/01123.tif,01123.tif,Mask_oil/01123.tif,train/masks/Oil/01123.tif,e85fcb21410dab6b4f663ec7300261ecbd9e98cb5a9b9ed79c7d6dad448b6429,a5526348df84a6cbc6c4fe6e5631456294293cd1b649f7059210f117792ee376,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00452.tif,Oil/00452.tif,train/images/Oil/00452.tif,00452.tif,Mask_oil/00452.tif,train/masks/Oil/00452.tif,3f901da1d9d825fd96f76bbe1ee74ba6c2ac67bbd5755390db455971993d30ac,30733fd627b4a671d894ca933caec54847fdb394fb47dcb133bec90e10d49316,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01008.tif,Oil/01008.tif,train/images/Oil/01008.tif,01008.tif,Mask_oil/01008.tif,train/masks/Oil/01008.tif,adc08e54e2996b53f39251a603d39430d04bdae4de06cf4a59e5e8de1a59d4ff,94eb27a49e1e4c34ad29814bce4d260fc117f0df2182bff39d41cd071b68ddd0,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00788.tif,Oil/00788.tif,train/images/Oil/00788.tif,00788.tif,Mask_oil/00788.tif,train/masks/Oil/00788.tif,cc8d9bf4c5a37ca029e2f3e1cb7f3eba5536c87ce2ba1a14c68cce6e3bdc442f,51fdc1f5e5b74be1249a414333dc0dd4144f76c826ae81fdc54d8f16d511dc3a,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01297.tif,Oil/01297.tif,train/images/Oil/01297.tif,01297.tif,Mask_oil/01297.tif,train/masks/Oil/01297.tif,54a5d82b83716f2884e962045bfdb84b9b690d680676d60c61037a957df0ce45,d8f8b58004172e25f59baf9b85df16b4bc9e5880f03a57fe3f18280021b5cc07,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00521.tif,Oil/00521.tif,train/images/Oil/00521.tif,00521.tif,Mask_oil/00521.tif,train/masks/Oil/00521.tif,a9b540d6bc8b0d7ad12fb03b03db3535a114124a06a3a10277d1eeec347e4cdb,96ed50a774e69c8ff63ddbb858a3f1eeeffe3aad1302badadbb7b1e239d4a6e9,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00949.tif,Oil/00949.tif,train/images/Oil/00949.tif,00949.tif,Mask_oil/00949.tif,train/masks/Oil/00949.tif,e6a345cac6ccf76a5be5663a000167a3df7f03a298f9d71591bead37aecf7e0b,8baecea31cd054c68e50b54f6b43fce5c3b1393ec1e5e047cf221f56131e86bb,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01169.tif,Oil/01169.tif,train/images/Oil/01169.tif,01169.tif,Mask_oil/01169.tif,train/masks/Oil/01169.tif,6f7c34acd189dd0d93e78fb738f624f7c8651f6ff04ec8efb19a56ba0dea6c55,864e4138b56bffeec9bab1e6b92adf719104196f4dee878acb703990e6e42f60,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00738.tif,Oil/00738.tif,train/images/Oil/00738.tif,00738.tif,Mask_oil/00738.tif,train/masks/Oil/00738.tif,b2779bccce965c4ea7fa2cb0faf2a0b0bfd4ffab4662914ed28a9fb4f021d1ae,907a59c388e73d57eed2a953ffe536750798702406b547044a8886c74352a2c0,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00675.tif,Oil/00675.tif,train/images/Oil/00675.tif,00675.tif,Mask_oil/00675.tif,train/masks/Oil/00675.tif,ab877cb7b02f3eed144e8ec671931c76abb2fddf7d72e1fff32f19ed4a5c1a82,1cdcaa5716e05a4dbd8f398d12e608bf382626335d10b7aa28375695ed185536,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00325.tif,Oil/00325.tif,train/images/Oil/00325.tif,00325.tif,Mask_oil/00325.tif,train/masks/Oil/00325.tif,4c721b5a4a9eca64c5f10577bc8d3c459437046862ebd9f425ee643416994145,4e58d2c6be6a5397350fc7b9e26399958eec12cfa4a9e146195fdfaac6124b2f,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01334.tif,Oil/01334.tif,train/images/Oil/01334.tif,01334.tif,Mask_oil/01334.tif,train/masks/Oil/01334.tif,5e0d5673d21bb0f96b527884cacccf846f33096048c880794f58597479e025df,39afc77b3c445bee50e115a3be8c6573a2da112454037b1564266741403d0f07,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00251.tif,Oil/00251.tif,train/images/Oil/00251.tif,00251.tif,Mask_oil/00251.tif,train/masks/Oil/00251.tif,45a774033cf4f5b3110c3d98d7a4f76a7582d87808af81d51a3fcfaa46134791,7c22388abd550c396d5508fec0a555b3dc858b9501b060fb13ad3be3f7514c3c,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01107.tif,Oil/01107.tif,train/images/Oil/01107.tif,01107.tif,Mask_oil/01107.tif,train/masks/Oil/01107.tif,5d402f8c4392f5e5bfe0848733178b4bb20fe632b5391551ee943d184e212900,41bc97ec30fa24a24450cc7a778a13be58f4717b6d0142eb014734da2537482a,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00154.tif,Oil/00154.tif,train/images/Oil/00154.tif,00154.tif,Mask_oil/00154.tif,train/masks/Oil/00154.tif,7c16d19b541814037009a781ffa9f0a8ff242458efaa4fc1944b1546331bf7a7,bf460716bd1fef1dd8c0805dd77f3e7e35f432f9b9d36426fd463b57112454b7,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01144.tif,Oil/01144.tif,train/images/Oil/01144.tif,01144.tif,Mask_oil/01144.tif,train/masks/Oil/01144.tif,0f67caca21e4082df7156e4fa4f257db08b52ff67a95dcef564710bdfd82a80d,9b982d25774e4b4522c3e34a5dab324e1ec9de8bbfeba4aee163bbab6101a3ff,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00864.tif,Oil/00864.tif,train/images/Oil/00864.tif,00864.tif,Mask_oil/00864.tif,train/masks/Oil/00864.tif,111c1c6e061dccf286f3478c384ba59558938d226322c6c13214e3a510f1f963,f3233cd76785daf0dbdb5dcb061698bc492deb06d91605996d2a6a8323cb3fa6,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00753.tif,Oil/00753.tif,train/images/Oil/00753.tif,00753.tif,Mask_oil/00753.tif,train/masks/Oil/00753.tif,b306e53ac523d6a67556a9cafad68eb08e9c2fb359ff86525686bcdb8e03bacb,7c9610a98d40c8c74d9b5464895470d88b4daf97912cf155a51050843ac5eb33,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00568.tif,Oil/00568.tif,train/images/Oil/00568.tif,00568.tif,Mask_oil/00568.tif,train/masks/Oil/00568.tif,026ca33c6bbad08277f9a7b2899e677c7844c87a80412b10149ade8cf66d99c7,0894bf98905fddb1da5c13e6ae6ae4a33d8d24df4e7f439af13e5e72c1262bae,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01081.tif,Oil/01081.tif,train/images/Oil/01081.tif,01081.tif,Mask_oil/01081.tif,train/masks/Oil/01081.tif,ca9287b18e6a138cd7ef93a6606ef101af1cb8423dd0faec7a1810ff25dd6db7,301427d9ede464f9a9a2e6269fb6e021a9b90808dcf4b778def0e63b518d146a,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00524.tif,Oil/00524.tif,train/images/Oil/00524.tif,00524.tif,Mask_oil/00524.tif,train/masks/Oil/00524.tif,fbfefa1e6a34554dc6aa0ad3537249a49a8cc58afa3416fb0d7cd543bb06f605,557338b5c70897fb9370ee4249f7493d0861f127c286854a5c2e0e795a05d58a,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00761.tif,Oil/00761.tif,train/images/Oil/00761.tif,00761.tif,Mask_oil/00761.tif,train/masks/Oil/00761.tif,bb8444c284c62e6038a6ac5f32d7eed72b0cb8d7ba0cf170c7cc1d73f728a77a,a5929da63f365e1f0b00b519d1b364d7bed402e7854ddff67cada97b8b0b5855,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00102.tif,Oil/00102.tif,train/images/Oil/00102.tif,00102.tif,Mask_oil/00102.tif,train/masks/Oil/00102.tif,b447323f65ccb92e08d67c9cd61b322726c7350e65f7e185e34db890b468528f,2c61dfc28e82934524b3b8d1b3489dbd160d4690a19de65c95cca43e8ce9786f,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00725.tif,Oil/00725.tif,train/images/Oil/00725.tif,00725.tif,Mask_oil/00725.tif,train/masks/Oil/00725.tif,5de23778a0e2f40697c982ce50fcf99fb1eb399129d50136492dd19c7a7cccab,d804452b109c942dfeba4c1fcbfb9487926849fbd3d020eff826eeaa0e96a085,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00064.tif,Oil/00064.tif,train/images/Oil/00064.tif,00064.tif,Mask_oil/00064.tif,train/masks/Oil/00064.tif,fe797a6f46f54e1964ff4e328d697b4bce70dbfea30815abfbed7f044bb4c87e,aafadb05051fa493e22136043422e81cd008f4f452766dd39208c2b09408c54d,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00013.tif,Oil/00013.tif,train/images/Oil/00013.tif,00013.tif,Mask_oil/00013.tif,train/masks/Oil/00013.tif,d5e04143b6173dbfb6214b01ba86dd79464c8fcdc8188f7be7c764921f6a150f,d1780032a7da8eb05c2495ed3adafdc0e53cd7c9e7688ec4f5193d9f6ac3cbfc,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00407.tif,Oil/00407.tif,train/images/Oil/00407.tif,00407.tif,Mask_oil/00407.tif,train/masks/Oil/00407.tif,5e89aabda85776b188755f8f9cfa916f4f413ebe47fa579853ce8d6db949d1b5,95b74f8e35178bf6b88fa8504ede2221dcb9257b8a4c905c49b1a8e196906def,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00927.tif,Oil/00927.tif,train/images/Oil/00927.tif,00927.tif,Mask_oil/00927.tif,train/masks/Oil/00927.tif,d3ce66f9907ec7aca76763f619bbaf011302b4aad024da2bf5b41fac91bbd715,e240fef6c5608866ae5d7a41c8630defef7fc5add6628797d7c1322c89774986,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01025.tif,Oil/01025.tif,train/images/Oil/01025.tif,01025.tif,Mask_oil/01025.tif,train/masks/Oil/01025.tif,cf94c6de9d7db6764322979a1e2d149e8b033cfe96a37d37492bbb16a7225a22,e8158bf9b8613e2f47a0ba34515e6ea83ecf20dc1d0c44c288c83b2cb696bc8d,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00004.tif,Oil/00004.tif,train/images/Oil/00004.tif,00004.tif,Mask_oil/00004.tif,train/masks/Oil/00004.tif,ea5c7c077ee4e44802eb0f7e808d82abe837978067d9b3e3157b95f31e7f9156,25f79deac6e46ce5a3b36cf832faade60c1bce63a3497c42670205ac5a0b0902,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,00713.tif,Oil/00713.tif,train/images/Oil/00713.tif,00713.tif,Mask_oil/00713.tif,train/masks/Oil/00713.tif,255c5e5555b23fd9a20c602df33b2e26fc5c99ae334462d2500721c4b0389920,a21cbd62abd6b85a99c3cc28125fb023c16cae6fd09e30ff414681c9bc7940bb,2048,2048,2,float32+float32,HARD_LINK,NO,
train,Oil,01117.tif,Oil/01117.tif,train/images/Oil/01117.tif,01117.tif,Mask_oil/01117.tif,train/masks/Oil/01117.tif,fc6699048a20785d62c30c952e73e63455b02494bfad038e87628371a978aca6,9d9a77761ef21b08431af4fa757761cbb88a8744f821be232ac6c64f99231036,2048,2048,2,float32+float32,HARD_LINK,NO,
